time,Btimeseries
0.0,1.0e8
1.0,1.03259e8
2.0,1.06391e8
3.0,1.09419e8
4.0,1.12332e8
5.0,1.15422e8
6.0,1.18329e8
7.0,1.21239e8
8.0,1.24045e8
9.0,1.26936e8
10.0,1.29843e8
11.0,1.32723e8
12.0,1.35474e8
13.0,1.38242e8
14.0,1.41154e8
15.0,1.44064e8
16.0,1.46969e8
17.0,1.49917e8
18.0,1.529e8
19.0,1.55868e8
20.0,1.59038e8
21.0,1.62166e8
22.0,1.65466e8
23.0,1.68813e8
24.0,1.72269e8
25.0,1.75599e8
26.0,1.7849e8
27.0,1.80656e8
28.0,1.81939e8
29.0,1.82565e8
30.0,1.83011e8
31.0,1.8328e8
32.0,1.83511e8
33.0,1.83644e8
34.0,1.83746e8
35.0,1.83752e8
36.0,1.83752e8
37.0,1.83773e8
38.0,1.83738e8
39.0,1.83651e8
40.0,1.83613e8
41.0,1.8355e8
42.0,1.8346e8
43.0,1.83344e8
44.0,1.83241e8
45.0,1.83141e8
46.0,1.83049e8
47.0,1.82945e8
48.0,1.82827e8
49.0,1.82707e8
50.0,1.82541e8
51.0,1.82289e8
52.0,1.81893e8
53.0,1.81294e8
54.0,1.80647e8
55.0,1.80097e8
56.0,1.79671e8
57.0,1.79331e8
58.0,1.79001e8
59.0,1.78708e8
60.0,1.7845e8
60.0,1.7845e8
61.0,1.78158e8
62.0,1.77773e8
63.0,1.77251e8
64.0,1.7654e8
65.0,1.75579e8
66.0,1.74375e8
67.0,1.73047e8
68.0,1.71324e8
69.0,1.69336e8
70.0,1.66953e8
71.0,1.64266e8
72.0,1.61253e8
73.0,1.57852e8
74.0,1.53952e8
75.0,1.49629e8
76.0,1.45023e8
77.0,1.4011e8
78.0,1.34683e8
79.0,1.28572e8
80.0,1.21861e8
81.0,1.13813e8
82.0,1.03985e8
83.0,9.1443e7
84.0,7.5644e7
85.0,5.6373e7
86.0,3.6747e7
87.0,1.9909e7
88.0,8.85e6
89.0,3.166e6
90.0,889000.0
91.0,178000.0
92.0,32000.0
93.0,17000.0
94.0,8000.0
95.0,8000.0
96.0,8000.0
97.0,8000.0
98.0,8000.0
99.0,8000.0
100.0,8000.0
101.0,8000.0
102.0,8000.0
103.0,8000.0
104.0,8000.0
105.0,8000.0
106.0,8000.0
107.0,8000.0
108.0,8000.0
109.0,8000.0
110.0,8000.0
111.0,8000.0
112.0,8000.0
113.0,8000.0
114.0,8000.0
115.0,8000.0
116.0,8000.0
117.0,8000.0
118.0,8000.0
119.0,8000.0
120.0,8000.0
121.0,8000.0
122.0,8000.0
123.0,8000.0
124.0,8000.0
125.0,8000.0
126.0,8000.0
127.0,8000.0
128.0,8000.0
129.0,8000.0
130.0,8000.0
131.0,8000.0
132.0,8000.0
133.0,8000.0
134.0,8000.0
135.0,8000.0
136.0,8000.0
137.0,8000.0
138.0,8000.0
139.0,8000.0
140.0,8000.0
141.0,8000.0
142.0,8000.0
143.0,8000.0
144.0,8000.0
145.0,8000.0
146.0,8000.0
147.0,8000.0
148.0,8000.0
149.0,8000.0
150.0,8000.0
151.0,8000.0
152.0,8000.0
153.0,8000.0
154.0,8000.0
155.0,8000.0
156.0,8000.0
157.0,8000.0
158.0,8000.0
159.0,8000.0
160.0,8000.0
161.0,8000.0
162.0,8000.0
163.0,8000.0
164.0,8000.0
165.0,8000.0
166.0,8000.0
167.0,8000.0
168.0,8000.0
169.0,8000.0
170.0,8000.0
171.0,8000.0
172.0,8000.0
173.0,8000.0
174.0,8000.0
175.0,8000.0
176.0,8000.0
177.0,8000.0
178.0,8000.0
179.0,8000.0
180.0,8000.0
181.0,8000.0
182.0,8000.0
183.0,8000.0
184.0,8000.0
185.0,8000.0
186.0,8000.0
187.0,8000.0
188.0,8000.0
189.0,8000.0
190.0,8000.0
191.0,8000.0
192.0,8000.0
193.0,8000.0
194.0,8000.0
195.0,8000.0
196.0,8000.0
197.0,8000.0
198.0,8000.0
199.0,8000.0
200.0,8000.0
201.0,8000.0
202.0,8000.0
203.0,8000.0
204.0,8000.0
205.0,8000.0
206.0,8000.0
207.0,8000.0
208.0,8000.0
209.0,8000.0
210.0,8000.0
211.0,8000.0
212.0,8000.0
213.0,8000.0
214.0,8000.0
215.0,8000.0
216.0,8000.0
217.0,8000.0
218.0,8000.0
219.0,8000.0
220.0,8000.0
221.0,8000.0
222.0,8000.0
223.0,8000.0
224.0,8000.0
225.0,8000.0
226.0,8000.0
227.0,8000.0
228.0,8000.0
229.0,8000.0
230.0,8000.0
231.0,8000.0
232.0,8000.0
233.0,8000.0
234.0,8000.0
235.0,8000.0
236.0,8000.0
237.0,8000.0
238.0,8000.0
239.0,8000.0
240.0,8000.0
241.0,8000.0
242.0,8000.0
243.0,8000.0
244.0,8000.0
245.0,8000.0
246.0,8000.0
247.0,8000.0
248.0,8000.0
249.0,8000.0
250.0,8000.0
251.0,8000.0
252.0,8000.0
253.0,8000.0
254.0,8000.0
255.0,8000.0
256.0,8000.0
257.0,8000.0
258.0,8000.0
259.0,8000.0
260.0,8000.0
261.0,8000.0
262.0,8000.0
263.0,8000.0
264.0,8000.0
265.0,8000.0
266.0,8000.0
267.0,8000.0
268.0,8000.0
269.0,8000.0
270.0,8000.0
271.0,8000.0
272.0,8000.0
273.0,8000.0
274.0,8000.0
275.0,8000.0
276.0,8000.0
277.0,8000.0
278.0,8000.0
279.0,8000.0
280.0,8000.0
281.0,8000.0
282.0,8000.0
283.0,8000.0
284.0,8000.0
285.0,8000.0
286.0,8000.0
287.0,8000.0
288.0,8000.0
289.0,8000.0
290.0,8000.0
291.0,8000.0
292.0,8000.0
293.0,8000.0
294.0,8000.0
295.0,8000.0
296.0,8000.0
297.0,8000.0
298.0,8000.0
299.0,8000.0
300.0,8000.0
301.0,8000.0
302.0,8000.0
303.0,8000.0
304.0,8000.0
305.0,8000.0
306.0,8000.0
307.0,8000.0
308.0,8000.0
309.0,8000.0
310.0,8000.0
311.0,8000.0
312.0,8000.0
313.0,8000.0
314.0,8000.0
315.0,8000.0
316.0,8000.0
317.0,8000.0
318.0,8000.0
319.0,8000.0
320.0,8000.0
321.0,8000.0
322.0,8000.0
323.0,8000.0
324.0,8000.0
325.0,8000.0
326.0,8000.0
327.0,8000.0
328.0,8000.0
329.0,8000.0
330.0,8000.0
331.0,8000.0
332.0,8000.0
333.0,8000.0
334.0,8000.0
335.0,8000.0
336.0,8000.0
337.0,8000.0
338.0,8000.0
339.0,8000.0
340.0,8000.0
341.0,8000.0
342.0,8000.0
343.0,8000.0
344.0,8000.0
345.0,8000.0
346.0,8000.0
347.0,8000.0
348.0,8000.0
349.0,8000.0
350.0,8000.0
351.0,8000.0
352.0,8000.0
353.0,8000.0
354.0,8000.0
355.0,8000.0
356.0,8000.0
357.0,8000.0
358.0,8000.0
359.0,8000.0
360.0,8000.0
