time,Stimeseries
0.0,5.0e7
0.1,5.0071e7
0.2,5.01368e7
0.30000000000000004,5.02065e7
0.4,5.0271e7
0.5,5.03389e7
0.6000000000000001,5.04034e7
0.7000000000000001,5.04676e7
0.8,5.05422e7
0.9,5.06152e7
1.0,5.06902e7
1.1,5.07636e7
1.2000000000000002,5.08409e7
1.3,5.09183e7
1.4000000000000001,5.09838e7
1.5,5.10583e7
1.6,5.11315e7
1.7000000000000002,5.12128e7
1.8,5.129e7
1.9000000000000001,5.13654e7
2.0,5.14384e7
2.1,5.15175e7
2.2,5.15923e7
2.3000000000000003,5.16627e7
2.4000000000000004,5.17358e7
2.5,5.1815e7
2.6,5.18993e7
2.7,5.19778e7
2.8000000000000003,5.20568e7
2.9000000000000004,5.21323e7
3.0,5.22127e7
3.1,5.22967e7
3.2,5.23808e7
3.3000000000000003,5.24587e7
3.4000000000000004,5.25483e7
3.5,5.26293e7
3.6,5.27187e7
3.7,5.28057e7
3.8000000000000003,5.28967e7
3.9000000000000004,5.29888e7
4.0,5.30769e7
4.1000000000000005,5.31573e7
4.2,5.32346e7
4.3,5.33256e7
4.4,5.34113e7
4.5,5.34991e7
4.6000000000000005,5.35787e7
4.7,5.36728e7
4.800000000000001,5.37666e7
4.9,5.38592e7
5.0,5.39479e7
5.1000000000000005,5.40349e7
5.2,5.41267e7
5.300000000000001,5.42168e7
5.4,5.43097e7
5.5,5.43993e7
5.6000000000000005,5.44882e7
5.7,5.45837e7
5.800000000000001,5.46738e7
5.9,5.47627e7
6.0,5.48594e7
6.1000000000000005,5.49529e7
6.2,5.50575e7
6.300000000000001,5.51562e7
6.4,5.52501e7
6.5,5.53446e7
6.6000000000000005,5.54497e7
6.7,5.55485e7
6.800000000000001,5.56502e7
6.9,5.57492e7
7.0,5.58499e7
7.1000000000000005,5.59524e7
7.2,5.60606e7
7.300000000000001,5.61632e7
7.4,5.62718e7
7.5,5.6379e7
7.6000000000000005,5.6486e7
7.7,5.65968e7
7.800000000000001,5.67042e7
7.9,5.67932e7
8.0,5.69038e7
8.1,5.70045e7
8.200000000000001,5.71084e7
8.3,5.72081e7
8.4,5.73173e7
8.5,5.74237e7
8.6,5.75309e7
8.700000000000001,5.76358e7
8.8,5.77472e7
8.9,5.78568e7
9.0,5.79678e7
9.1,5.80737e7
9.200000000000001,5.81725e7
9.3,5.82784e7
9.4,5.83835e7
9.5,5.84903e7
9.600000000000001,5.86076e7
9.700000000000001,5.87174e7
9.8,5.88354e7
9.9,5.89475e7
10.0,5.90603e7
10.100000000000001,5.91732e7
10.200000000000001,5.92808e7
10.3,5.93838e7
10.4,5.9496e7
10.5,5.9611e7
10.600000000000001,5.97262e7
10.700000000000001,5.98333e7
10.8,5.99463e7
10.9,6.00548e7
11.0,6.01636e7
11.100000000000001,6.0281e7
11.200000000000001,6.03932e7
11.3,6.0507e7
11.4,6.06213e7
11.5,6.07397e7
11.600000000000001,6.08524e7
11.700000000000001,6.09655e7
11.8,6.10845e7
11.9,6.12032e7
12.0,6.13143e7
12.100000000000001,6.14355e7
12.200000000000001,6.15541e7
12.3,6.16729e7
12.4,6.18009e7
12.5,6.19219e7
12.600000000000001,6.20476e7
12.700000000000001,6.21707e7
12.8,6.22838e7
12.9,6.23983e7
13.0,6.25268e7
13.100000000000001,6.26474e7
13.200000000000001,6.2764e7
13.3,6.2881e7
13.4,6.29988e7
13.5,6.31185e7
13.600000000000001,6.32431e7
13.700000000000001,6.33556e7
13.8,6.34811e7
13.9,6.36093e7
14.0,6.37364e7
14.100000000000001,6.38577e7
14.200000000000001,6.39792e7
14.3,6.41022e7
14.4,6.42264e7
14.5,6.43547e7
14.600000000000001,6.44745e7
14.700000000000001,6.46032e7
14.8,6.47345e7
14.9,6.4861e7
15.0,6.49905e7
15.100000000000001,6.51145e7
15.200000000000001,6.52438e7
15.3,6.53714e7
15.4,6.55002e7
15.5,6.56277e7
15.600000000000001,6.57556e7
15.700000000000001,6.58855e7
15.8,6.60156e7
15.9,6.61498e7
16.0,6.62785e7
16.1,6.64104e7
16.2,6.65435e7
16.3,6.66809e7
16.400000000000002,6.68099e7
16.5,6.69424e7
16.6,6.70761e7
16.7,6.72076e7
16.8,6.73442e7
16.900000000000002,6.74738e7
17.0,6.7607e7
17.1,6.77475e7
17.2,6.78845e7
17.3,6.80246e7
17.400000000000002,6.81617e7
17.5,6.82975e7
17.6,6.84376e7
17.7,6.85825e7
17.8,6.87256e7
17.900000000000002,6.8855e7
18.0,6.89905e7
18.1,6.91296e7
18.2,6.92666e7
18.3,6.94103e7
18.400000000000002,6.95546e7
18.5,6.96966e7
18.6,6.98408e7
18.7,6.99848e7
18.8,7.01309e7
18.900000000000002,7.02774e7
19.0,7.04311e7
19.1,7.05823e7
19.200000000000003,7.07262e7
19.3,7.08763e7
19.400000000000002,7.10231e7
19.5,7.11691e7
19.6,7.13172e7
19.700000000000003,7.14676e7
19.8,7.16202e7
19.900000000000002,7.17741e7
20.0,7.19246e7
20.1,7.208e7
20.200000000000003,7.22265e7
20.3,7.23763e7
20.400000000000002,7.25225e7
20.5,7.26799e7
20.6,7.28375e7
20.700000000000003,7.29942e7
20.8,7.31518e7
20.900000000000002,7.33084e7
21.0,7.34633e7
21.1,7.3623e7
21.200000000000003,7.37839e7
21.3,7.39447e7
21.400000000000002,7.40987e7
21.5,7.42562e7
21.6,7.44172e7
21.700000000000003,7.45848e7
21.8,7.47455e7
21.900000000000002,7.49019e7
22.0,7.50543e7
22.1,7.52246e7
22.200000000000003,7.53905e7
22.3,7.55543e7
22.400000000000002,7.57094e7
22.5,7.58779e7
22.6,7.60488e7
22.700000000000003,7.62184e7
22.8,7.63871e7
22.900000000000002,7.65566e7
23.0,7.67237e7
23.1,7.68984e7
23.200000000000003,7.70679e7
23.3,7.72331e7
23.400000000000002,7.74047e7
23.5,7.75757e7
23.6,7.77502e7
23.700000000000003,7.79181e7
23.8,7.80931e7
23.900000000000002,7.82614e7
24.0,7.84376e7
24.1,7.86211e7
24.200000000000003,7.87984e7
24.3,7.89742e7
24.400000000000002,7.91587e7
24.5,7.93388e7
24.6,7.95186e7
24.700000000000003,7.96969e7
24.8,7.98798e7
24.900000000000002,8.00666e7
25.0,8.02473e7
25.1,8.04317e7
25.200000000000003,8.06091e7
25.3,8.08025e7
25.400000000000002,8.0989e7
25.5,8.11758e7
25.6,8.1361e7
25.700000000000003,8.15508e7
25.8,8.17387e7
25.900000000000002,8.19218e7
26.0,8.21033e7
26.1,8.22876e7
26.200000000000003,8.24706e7
26.3,8.26441e7
26.400000000000002,8.28187e7
26.5,8.29514e7
26.6,8.30402e7
26.700000000000003,8.30835e7
26.8,8.30677e7
26.900000000000002,8.29721e7
27.0,8.27636e7
27.1,8.2464e7
27.200000000000003,8.20319e7
27.3,8.14719e7
27.400000000000002,8.072e7
27.5,7.9847e7
27.6,7.8811e7
27.700000000000003,7.76576e7
27.8,7.63605e7
27.900000000000002,7.49138e7
28.0,7.33965e7
28.1,7.17626e7
28.200000000000003,7.00377e7
28.3,6.82544e7
28.400000000000002,6.64125e7
28.5,6.45466e7
28.6,6.26497e7
28.700000000000003,6.07112e7
28.8,5.87531e7
28.900000000000002,5.68196e7
29.0,5.49201e7
29.1,5.30457e7
29.200000000000003,5.11566e7
29.3,4.93122e7
29.400000000000002,4.75181e7
29.5,4.57597e7
29.6,4.40524e7
29.700000000000003,4.23721e7
29.8,4.07534e7
29.900000000000002,3.92181e7
30.0,3.77091e7
30.1,3.62521e7
30.200000000000003,3.48538e7
30.3,3.3529e7
30.400000000000002,3.22042e7
30.5,3.096e7
30.6,2.97956e7
30.700000000000003,2.86635e7
30.8,2.75749e7
30.900000000000002,2.65307e7
31.0,2.55244e7
31.1,2.4574e7
31.200000000000003,2.36499e7
31.3,2.27767e7
31.400000000000002,2.19515e7
31.5,2.11541e7
31.6,2.03699e7
31.700000000000003,1.96299e7
31.8,1.89391e7
31.900000000000002,1.82724e7
32.0,1.76443e7
32.1,1.70237e7
32.2,1.64461e7
32.300000000000004,1.58875e7
32.4,1.53634e7
32.5,1.48599e7
32.6,1.43691e7
32.7,1.39055e7
32.800000000000004,1.34466e7
32.9,1.30221e7
33.0,1.2617e7
33.1,1.22382e7
33.2,1.18635e7
33.300000000000004,1.1506e7
33.4,1.11555e7
33.5,1.08306e7
33.6,1.05218e7
33.7,1.02198e7
33.800000000000004,9.9275e6
33.9,9.6512e6
34.0,9.3738e6
34.1,9.1119e6
34.2,8.8612e6
34.300000000000004,8.6211e6
34.4,8.381e6
34.5,8.1647e6
34.6,7.9533e6
34.7,7.7503e6
34.800000000000004,7.5458e6
34.9,7.3506e6
35.0,7.166e6
35.1,6.9839e6
35.2,6.8107e6
35.300000000000004,6.6484e6
35.4,6.4842e6
35.5,6.3282e6
35.6,6.186e6
35.7,6.0391e6
35.800000000000004,5.8955e6
35.9,5.7623e6
36.0,5.6287e6
36.1,5.5064e6
36.2,5.3799e6
36.300000000000004,5.2641e6
36.4,5.1451e6
36.5,5.0391e6
36.6,4.9239e6
36.7,4.8216e6
36.800000000000004,4.7164e6
36.9,4.6215e6
37.0,4.5275e6
37.1,4.4371e6
37.2,4.3487e6
