time,Stimeseries
0.0,5.0e7
0.1,5.00776e7
0.2,5.01415e7
0.30000000000000004,5.02117e7
0.4,5.02735e7
0.5,5.03484e7
0.6000000000000001,5.0422e7
0.7000000000000001,5.04973e7
0.8,5.05587e7
0.9,5.06347e7
1.0,5.07041e7
1.1,5.07735e7
1.2000000000000002,5.08429e7
1.3,5.09136e7
1.4000000000000001,5.09815e7
1.5,5.10603e7
1.6,5.11345e7
1.7000000000000002,5.12166e7
1.8,5.12873e7
1.9000000000000001,5.136e7
2.0,5.14328e7
2.1,5.15039e7
2.2,5.15879e7
2.3000000000000003,5.16631e7
2.4000000000000004,5.17377e7
2.5,5.18189e7
2.6,5.18931e7
2.7,5.19758e7
2.8000000000000003,5.20581e7
2.9000000000000004,5.2134e7
3.0,5.22074e7
3.1,5.22963e7
3.2,5.23769e7
3.3000000000000003,5.24521e7
3.4000000000000004,5.25339e7
3.5,5.26285e7
3.6,5.2712e7
3.7,5.27946e7
3.8000000000000003,5.2883e7
3.9000000000000004,5.29732e7
4.0,5.30612e7
4.1000000000000005,5.31542e7
4.2,5.32406e7
4.3,5.33319e7
4.4,5.34224e7
4.5,5.35077e7
4.6000000000000005,5.35929e7
4.7,5.36743e7
4.800000000000001,5.37646e7
4.9,5.38519e7
5.0,5.39404e7
5.1000000000000005,5.40241e7
5.2,5.41102e7
5.300000000000001,5.42052e7
5.4,5.42923e7
5.5,5.439e7
5.6000000000000005,5.44845e7
5.7,5.45757e7
5.800000000000001,5.46716e7
5.9,5.47672e7
6.0,5.48612e7
6.1000000000000005,5.49559e7
6.2,5.50584e7
6.300000000000001,5.51484e7
6.4,5.52482e7
6.5,5.53494e7
6.6000000000000005,5.54526e7
6.7,5.55568e7
6.800000000000001,5.56566e7
6.9,5.57475e7
7.0,5.58418e7
7.1000000000000005,5.5933e7
7.2,5.60244e7
7.300000000000001,5.61274e7
7.4,5.62313e7
7.5,5.63277e7
7.6000000000000005,5.64284e7
7.7,5.65307e7
7.800000000000001,5.66352e7
7.9,5.67391e7
8.0,5.6846e7
8.1,5.69515e7
8.200000000000001,5.70589e7
8.3,5.71622e7
8.4,5.72636e7
8.5,5.73687e7
8.6,5.74763e7
8.700000000000001,5.75884e7
8.8,5.76896e7
8.9,5.77936e7
9.0,5.79026e7
9.1,5.80073e7
9.200000000000001,5.81201e7
9.3,5.82279e7
9.4,5.83429e7
9.5,5.84446e7
9.600000000000001,5.85565e7
9.700000000000001,5.86589e7
9.8,5.87717e7
9.9,5.88871e7
10.0,5.89936e7
10.100000000000001,5.91004e7
10.200000000000001,5.92143e7
10.3,5.93212e7
10.4,5.9434e7
10.5,5.95452e7
10.600000000000001,5.9647e7
10.700000000000001,5.97575e7
10.8,5.98661e7
10.9,5.9985e7
11.0,6.00999e7
11.100000000000001,6.02128e7
11.200000000000001,6.03231e7
11.3,6.04417e7
11.4,6.05581e7
11.5,6.06738e7
11.600000000000001,6.07938e7
11.700000000000001,6.09094e7
11.8,6.10243e7
11.9,6.11344e7
12.0,6.12539e7
12.100000000000001,6.13725e7
12.200000000000001,6.149e7
12.3,6.16147e7
12.4,6.17326e7
12.5,6.18499e7
12.600000000000001,6.19722e7
12.700000000000001,6.20888e7
12.8,6.22034e7
12.9,6.2324e7
13.0,6.24521e7
13.100000000000001,6.25732e7
13.200000000000001,6.26913e7
13.3,6.28107e7
13.4,6.2937e7
13.5,6.30648e7
13.600000000000001,6.31802e7
13.700000000000001,6.32989e7
13.8,6.34256e7
13.9,6.35502e7
14.0,6.36746e7
14.100000000000001,6.37911e7
14.200000000000001,6.39197e7
14.3,6.4034e7
14.4,6.41641e7
14.5,6.42874e7
14.600000000000001,6.44145e7
14.700000000000001,6.45454e7
14.8,6.4671e7
14.9,6.48058e7
15.0,6.49293e7
15.100000000000001,6.50597e7
15.200000000000001,6.51852e7
15.3,6.53114e7
15.4,6.54393e7
15.5,6.55678e7
