time,Stimeseries
0.0,5.0e7
0.1,5.00704e7
0.2,5.01363e7
0.30000000000000004,5.02004e7
0.4,5.02726e7
0.5,5.03436e7
0.6000000000000001,5.04094e7
0.7000000000000001,5.04894e7
0.8,5.05651e7
0.9,5.06325e7
1.0,5.06998e7
1.1,5.07724e7
1.2000000000000002,5.08408e7
1.3,5.09199e7
1.4000000000000001,5.09823e7
1.5,5.10564e7
1.6,5.1131e7
1.7000000000000002,5.1202e7
1.8,5.12721e7
1.9000000000000001,5.13455e7
2.0,5.14263e7
2.1,5.15028e7
2.2,5.15755e7
2.3000000000000003,5.16498e7
2.4000000000000004,5.17216e7
2.5,5.1792e7
2.6,5.18797e7
2.7,5.19608e7
2.8000000000000003,5.20455e7
2.9000000000000004,5.21157e7
3.0,5.21978e7
3.1,5.22717e7
3.2,5.23563e7
3.3000000000000003,5.2426e7
3.4000000000000004,5.25145e7
3.5,5.26029e7
3.6,5.26906e7
3.7,5.27684e7
3.8000000000000003,5.28567e7
3.9000000000000004,5.295e7
4.0,5.30338e7
4.1000000000000005,5.31236e7
4.2,5.3216e7
4.3,5.33016e7
4.4,5.33828e7
4.5,5.34755e7
4.6000000000000005,5.35651e7
4.7,5.36511e7
4.800000000000001,5.37432e7
4.9,5.38359e7
5.0,5.39286e7
5.1000000000000005,5.40167e7
5.2,5.41055e7
5.300000000000001,5.4196e7
5.4,5.42946e7
5.5,5.43879e7
5.6000000000000005,5.44762e7
5.7,5.45752e7
5.800000000000001,5.46617e7
5.9,5.4758e7
6.0,5.48546e7
6.1000000000000005,5.49547e7
6.2,5.50496e7
6.300000000000001,5.51467e7
6.4,5.5239e7
6.5,5.53395e7
6.6000000000000005,5.5444e7
6.7,5.55462e7
6.800000000000001,5.56431e7
6.9,5.5745e7
7.0,5.58433e7
7.1000000000000005,5.59457e7
7.2,5.60536e7
7.300000000000001,5.61542e7
7.4,5.62557e7
7.5,5.63611e7
7.6000000000000005,5.64556e7
7.7,5.65595e7
7.800000000000001,5.66689e7
7.9,5.67802e7
8.0,5.68798e7
8.1,5.69755e7
8.200000000000001,5.70864e7
8.3,5.7185e7
8.4,5.72928e7
8.5,5.73972e7
8.6,5.7508e7
8.700000000000001,5.76208e7
8.8,5.7737e7
8.9,5.78391e7
9.0,5.79539e7
9.1,5.80556e7
9.200000000000001,5.8169e7
9.3,5.82705e7
9.4,5.83802e7
9.5,5.84858e7
9.600000000000001,5.85841e7
9.700000000000001,5.86975e7
9.8,5.88101e7
9.9,5.89191e7
10.0,5.90332e7
10.100000000000001,5.91462e7
10.200000000000001,5.92551e7
10.3,5.93698e7
10.4,5.94798e7
10.5,5.95937e7
10.600000000000001,5.97027e7
10.700000000000001,5.98132e7
10.8,5.99211e7
10.9,6.00349e7
11.0,6.0151e7
11.100000000000001,6.02655e7
11.200000000000001,6.03815e7
11.3,6.04933e7
11.4,6.06113e7
11.5,6.07246e7
11.600000000000001,6.08436e7
11.700000000000001,6.09614e7
11.8,6.10752e7
11.9,6.11909e7
12.0,6.1309e7
12.100000000000001,6.14318e7
12.200000000000001,6.15485e7
12.3,6.1667e7
12.4,6.17834e7
12.5,6.19e7
12.600000000000001,6.20234e7
12.700000000000001,6.21387e7
12.8,6.22469e7
12.9,6.2368e7
13.0,6.24925e7
13.100000000000001,6.26139e7
13.200000000000001,6.27365e7
13.3,6.28617e7
13.4,6.29837e7
13.5,6.31024e7
13.600000000000001,6.32304e7
13.700000000000001,6.33571e7
13.8,6.34746e7
13.9,6.35971e7
14.0,6.3725e7
14.100000000000001,6.38505e7
14.200000000000001,6.39754e7
14.3,6.41055e7
14.4,6.42275e7
14.5,6.43546e7
14.600000000000001,6.44774e7
14.700000000000001,6.46077e7
14.8,6.4734e7
14.9,6.48577e7
15.0,6.49879e7
15.100000000000001,6.51199e7
15.200000000000001,6.52454e7
15.3,6.53786e7
15.4,6.55122e7
15.5,6.56364e7
15.600000000000001,6.57633e7
15.700000000000001,6.58952e7
15.8,6.60325e7
15.9,6.6163e7
16.0,6.62968e7
16.1,6.64282e7
16.2,6.65661e7
16.3,6.66966e7
16.400000000000002,6.68249e7
16.5,6.69623e7
16.6,6.71016e7
16.7,6.723e7
16.8,6.73565e7
16.900000000000002,6.749e7
17.0,6.76221e7
17.1,6.77546e7
17.2,6.78874e7
17.3,6.80231e7
17.400000000000002,6.81634e7
17.5,6.83015e7
17.6,6.84387e7
17.7,6.85778e7
17.8,6.8715e7
17.900000000000002,6.88568e7
18.0,6.90014e7
